Id,SalePrice
1461,122981.522112
1462,157398.145455
1463,168752.714859
1464,183196.497225
1465,261681.549632
1466,178585.179105
1467,166807.160955
1468,168011.675531
1469,181987.055125
1470,109695.115086
1471,164369.091372
1472,97842.8119005
1473,92174.2583374
1474,155479.411397
1475,143372.227377
1476,389688.306773
1477,273421.89928
1478,356837.517276
1479,288195.871212
1480,408817.72296
1481,309433.035942
1482,261020.917595
1483,167314.044194
1484,174078.838797
1485,185627.864627
1486,200698.347608
1487,333032.737394
1488,245508.212591
1489,190239.638037
1490,184505.461332
1491,200048.042576
1492,136105.680169
1493,166613.421339
1494,323973.172981
1495,316460.165721
1496,201049.191694
1497,209873.619914
1498,185530.518777
1499,185105.173631
1500,167826.290481
1501,181990.605595
1502,178977.56112
1503,239052.466237
1504,257219.513461
1505,203256.751352
1506,186215.126152
1507,212748.161939
1508,187456.060968
1509,176413.886087
1510,131415.321065
1511,130448.162293
1512,152646.118805
1513,170324.230107
1514,165884.928026
1515,206387.056971
1516,170781.114122
1517,153363.846152
1518,149288.858089
1519,173047.338325
1520,125954.423991
1521,130820.171812
1522,160152.047799
1523,132578.67165
1524,136869.119554
1525,126344.892934
1526,121664.929548
1527,127611.278431
1528,156092.428806
1529,134493.064916
1530,163722.24839
1531,123536.091383
1532,94046.6969381
1533,115564.389444
1534,122379.928118
1535,133788.054973
1536,106114.747335
1537,53921.9436048
1538,207405.003211
1539,242348.327714
1540,128920.420443
1541,135719.767738
1542,140923.811905
1543,201015.848575
1544,100289.850011
1545,133690.700272
1546,131051.040883
1547,133259.11882
1548,147981.184992
1549,118261.516273
1550,130167.982734
1551,99625.6196717
1552,131561.745135
1553,143781.514733
1554,125673.844112
1555,180606.950187
1556,133591.830947
1557,96571.6287382
1558,95793.9977781
1559,102229.008952
1560,136215.807541
1561,137804.344002
1562,126405.70301
1563,111965.503507
1564,137319.044931
1565,143101.103436
1566,217081.774628
1567,89545.0199471
1568,208109.511052
1569,113190.399668
1570,130802.133138
1571,132288.095546
1572,123542.713826
1573,162486.386634
1574,96507.2252209
1575,188714.070973
1576,201484.362437
1577,183038.429294
1578,186758.2954
1579,142438.132238
1580,207941.390265
1581,163230.048594
1582,142853.410967
1583,259442.360128
1584,228394.833282
1585,143274.766942
1586,79888.717794
1587,108192.362129
1588,119219.302853
1589,105963.612126
1590,122769.307132
1591,94500.9990903
1592,110275.904317
1593,101012.870503
1594,176547.040683
1595,106675.989325
1596,233745.161332
1597,209180.123366
1598,215369.329468
1599,176440.673728
1600,177149.182332
1601,59210.7340864
1602,106249.453934
1603,96930.3010992
1604,234281.761617
1605,243325.487898
1606,168186.19515
1607,195518.167783
1608,196441.682629
1609,188472.879123
1610,170003.164639
1611,146726.470917
1612,151791.968032
1613,148580.861025
1614,99921.8373029
1615,109248.788959
1616,81923.3690706
1617,103651.172164
1618,134862.635445
1619,136561.119596
1620,182494.085628
1621,144171.102114
1622,154530.155708
1623,236905.432003
1624,183015.610507
1625,126916.137917
1626,152912.025768
1627,176333.672153
1628,266854.550073
1629,195302.693913
1630,325629.519888
1631,273150.14034
1632,286432.961076
1633,183255.844636
1634,176044.382087
1635,170832.1174
1636,153443.808497
1637,190067.981274
1638,218197.000897
