Id,SalePrice
1461,117338.115335
1462,164043.861779
1463,194901.508384
1464,189756.690826
1465,152826.967964
1466,195066.215294
1467,145140.293255
1468,174282.321973
1469,162582.319589
1470,113752.281874
1471,159309.383754
1472,120206.396557
1473,131107.794898
1474,169296.388045
1475,104926.226412
1476,267453.343717
1477,185449.84401
1478,200536.53068
1479,215132.561827
1480,305991.525235
1481,259256.369189
1482,163578.668378
1483,166322.168409
1484,137618.324092
1485,168075.930815
1486,202222.658132
1487,285120.090944
1488,188166.443274
1489,149176.122068
1490,175942.535154
1491,196752.159133
1492,128175.768677
1493,181931.065901
1494,269199.298814
1495,254995.713977
1496,174309.613275
1497,193370.025238
1498,143336.521944
1499,142892.455376
1500,146630.077665
1501,175573.725875
1502,130340.400874
1503,172348.312055
1504,213369.450687
1505,176819.495828
1506,213433.16965
1507,282800.884369
1508,225416.71622
1509,193763.267615
1510,150884.43414
1511,148695.048238
1512,179800.127887
1513,207922.035153
1514,204802.744724
1515,278564.769123
1516,189658.588483
1517,141264.859371
1518,188624.354168
1519,175703.99597
1520,140618.414107
1521,148929.563199
1522,187300.679734
1523,160979.762318
1524,134335.624315
1525,124747.524012
1526,128190.25013
1527,124113.811854
1528,149037.32943
1529,143666.098792
1530,167913.444985
1531,211247.381858
1532,116767.775497
1533,160312.536864
1534,151070.213084
1535,194007.101184
1536,151333.423777
1537,109392.3583
1538,185561.263149
1539,258047.818874
1540,256831.725695
1541,176229.596617
1542,187842.134775
1543,236484.460222
1544,99354.895681
1545,138119.676617
1546,144764.338463
1547,171685.056028
1548,167605.363559
1549,128726.806773
1550,180222.936079
1551,131554.430551
1552,225678.440287
1553,187122.26004
1554,156113.26994
1555,200625.715854
1556,150736.827114
1557,167694.628204
1558,116006.073209
1559,216491.600683
1560,195046.359986
1561,213954.428192
1562,114393.431389
1563,111507.569373
1564,164083.381966
1565,173556.330751
1566,183867.699702
1567,101239.088487
1568,233599.316165
1569,196085.651638
1570,135723.943957
1571,181762.014161
1572,144605.428797
1573,184757.816869
1574,158795.61873
1575,173327.904879
1576,211890.678435
1577,148363.777841
1578,176066.133833
1579,124159.741737
1580,198468.888241
1581,133229.470465
1582,112520.490515
1583,228858.432533
1584,240646.110157
1585,107598.27555
1586,88876.6521761
1587,125465.30921
1588,147440.650236
1589,140706.937484
1590,134583.902769
1591,120533.485153
1592,154387.540104
1593,110715.370935
1594,296516.907573
1595,196101.717044
1596,244992.666226
1597,252967.80819
1598,201137.790055
1599,126559.89461
1600,142860.080701
1601,78082.067786
1602,137602.151817
1603,121226.361795
1604,190035.940888
1605,222858.864956
1606,156400.280694
1607,237695.154873
1608,164239.726636
1609,149149.968023
1610,173028.559734
1611,157979.014594
1612,171781.520982
1613,164018.183192
1614,116318.361109
1615,130972.788073
1616,131253.390494
1617,131246.772512
1618,111964.077201
1619,111634.451007
1620,274214.427242
1621,155824.066869
1622,177153.413418
1623,210360.521611
1624,211768.643126
1625,116801.847811
1626,172253.726989
1627,190305.003622
1628,261452.901966
1629,191204.121516
1630,283291.116505
1631,174955.661188
1632,201953.226809
1633,166009.822985
1634,191439.0859
1635,179842.667945
1636,144968.64912
1637,225290.204539
1638,238227.081655
1639,197341.529451
1640,302338.241795
1641,201185.039445
1642,216856.251471
1643,216148.922139
1644,210250.027353
1645,191121.29124
1646,139198.355552
1647,147794.950664
1648,144314.263641
1649,131267.317017
1650,110982.101631
1651,112280.549628
1652,120206.396557
1653,120206.396557
1654,178866.619797
1655,127663.428666
1656,169342.052118
1657,178903.680494
1658,169351.979091
1659,104809.749935
1660,139990.871871
1661,313853.603856
1662,304078.081768
1663,234516.778068
1664,303305.71124
1665,204520.182944
1666,212798.269527
1667,293676.874023
1668,204445.505258
1669,182769.270965
1670,213276.668765
1671,207872.268749
1672,281303.343358
1673,274573.017703
1674,189752.561096
1675,162181.904301
1676,155603.792224
1677,164434.003451
1678,285166.389416
1679,255132.045762
1680,217114.352755
1681,172070.645946
1682,205464.490816
1683,164795.580933
1684,175019.618562
1685,177219.380859
1686,145391.139431
1687,165517.419116
1688,191136.459163
1689,188815.746742
1690,177146.662532
1691,161361.222507
1692,233213.645413
1693,165715.958565
1694,179390.156942
1695,170217.030124
1696,267179.784028
1697,170281.886344
1698,304011.478565
1699,237922.283184
1700,236612.74356
1701,256091.757241
1702,200113.138796
1703,195514.014239
1704,200031.922598
1705,171343.913455
1706,282504.796144
1707,171000.784125
1708,167898.990932
1709,183813.006139
1710,171920.391727
1711,210000.477374
1712,212617.27802
1713,196206.599035
1714,183639.772598
1715,193619.021651
1716,149434.223352
1717,140046.779435
1718,141811.767737
1719,211782.010631
1720,180312.862523
1721,140931.102085
1722,140931.102085
1723,140519.463627
1724,172014.208126
1725,244538.885061
1726,201332.778013
1727,159661.857728
1728,182536.926376
1729,168772.723448
1730,217475.853493
1731,124820.347846
1732,111948.988748
1733,112332.831682
1734,128686.041097
1735,116463.932032
1736,116039.71941
1737,236094.981711
1738,206738.344048
1739,330515.048184
1740,198354.342361
1741,149813.722819
1742,175585.638242
1743,169865.852347
1744,202221.786685
1745,207476.117459
1746,282427.974122
1747,239649.258509
1748,297596.433282
1749,161682.00964
1750,148826.18978
1751,263283.700133
1752,111042.987062
1753,185768.908831
1754,236953.569614
1755,164587.251505
1756,114360.18254
1757,111701.476235
1758,164282.13379
1759,204958.267293
1760,159128.634748
1761,157709.422968
1762,244738.641237
1763,187840.363118
1764,122755.803386
1765,198737.657766
1766,174473.21169
1767,189036.947632
1768,141192.113644
1769,162732.177819
1770,125313.413513
1771,147207.220461
1772,165895.331903
1773,148091.541748
1774,216630.023368
1775,132260.384215
1776,140722.132806
1777,104564.992847
1778,128709.653455
1779,148555.991153
1780,182715.983195
1781,147562.103217
1782,102469.157534
1783,164137.332897
1784,129884.371231
1785,135312.649416
1786,270297.643991
1787,196846.979883
1788,82385.0232833
1789,111602.975177
1790,99040.4113748
1791,287146.989652
1792,166609.571062
1793,132207.865112
1794,120657.956643
1795,138264.108921
1796,141143.299521
1797,139589.450868
1798,129565.225576
1799,97384.6978761
1800,144738.237853
1801,175454.022604
1802,177173.319434
1803,209135.294799
1804,120012.836338
1805,130368.330665
1806,162389.443114
1807,225274.188478
1808,162577.821269
1809,175169.872781
1810,182616.897084
1811,198271.618954
1812,173559.745248
1813,158468.953521
1814,110912.851235
1815,84082.1642566
1816,104487.641932
1817,179747.184033
1818,230552.978385
1819,152727.724275
1820,103524.803712
1821,173852.946507
1822,180968.651068
1823,105583.844138
1824,169673.534891
1825,191626.929709
1826,139157.905031
1827,123975.363133
1828,184919.371002
1829,133634.144297
1830,205536.809066
1831,225023.366974
1832,239541.832105
1833,221550.039201
1834,168598.510227
1835,214020.050353
1836,193005.163438
1837,112646.284238
1838,169114.634687
1839,92545.2076814
1840,148356.261013
1841,143205.329693
1842,138544.816848
1843,133536.463979
1844,129277.899667
1845,210994.843496
1846,144905.278163
1847,241951.998237
1848,91100.6899934
1849,170555.635099
1850,134357.41022
1851,192974.881026
1852,134608.283795
1853,128334.307028
1854,133910.326507
1855,168279.31659
1856,218693.138726
1857,243399.750898
1858,252583.22126
1859,180633.992209
1860,148878.762318
1861,178342.60992
1862,313821.307288
1863,311229.70568
1864,311254.192212
1865,198279.244014
1866,202354.727282
1867,175107.345872
1868,215006.872248
1869,155027.97575
1870,153647.67852
1871,179854.687181
1872,171964.813037
1873,210296.514892
1874,125863.208846
1875,178277.756426
1876,206386.240027
1877,173648.664613
1878,178914.748813
1879,121555.542655
1880,116115.00546
1881,191599.242418
1882,251533.135278
1883,201505.904685
1884,218215.373887
1885,184128.711262
1886,214868.689337
1887,169529.13135
1888,189695.964335
1889,168883.561622
